|Address|Category|Name|Subcategory
0|Hacı Sabancı Organize Sanayi Bölgesi, Çanakkale Caddesi, No: 11/B Sarıçam, Adana, Turkey|Electrical Materials Turkey|BETA TRANSFORMATOR ELEKTROMEKANIK SAN. TIC. LTD. STI.|1 Phase Motor
1|Topçular Mah., Tikveşli Sokak, No: 11/4 Doku San. Sit., Topçular, Eyüp, İstanbul, Turkey|Electrical Materials Turkey|KLF OTOMOTIV|1 Phase Motor
2|Organize Sanayi Bölgesi, 5. Cadde, No: 1, Şanlıurfa, Turkey|Electrical Materials Turkey|POWER TRANSFORMERS MEKSAN|1 Phase Motor
3|Organize Sanayi Bölgesi, 5. Cadde, No: 1, Şanlıurfa, Turkey|Electrical Materials Turkey|DISTRIBUTION TRANSFORMERS MEKSAN|1 Phase Motor
4|Kule Cd. Kule Plaza 27/44 Selcuklu, Konya - Turkey|Electrical Materials Turkey|DRY TYPE POWER TRANSFORMERS|1 Phase Motor
5|Büsan Organize Sanayi Bölgesi, Milenyum Caddesi, 10664 Sk., No: 40/B, Karatay, Konya, Turkey|Electrical Materials Turkey|SONKAR SOGUTMA VE ISITMA SISTEMLERI TARIM PETROL GIDA SAN. VE TIC. LTD. STI.|1 Phase Motor
6|1203/4 Sk., No: 10A, Halkapınar, İzmir, Turkey|Electrical Materials Turkey|ADAY IKLIMLENDIRME VE SOGUTMA EKIPMANLARI TIC. SAN. A.S.|1 Phase Motor
7|1203/7 Sk., No:1/F, Yenişehir, Konak, İzmir, Turkey|Electrical Materials Turkey|ORTAS ORUCULER ZIRAI MAKINA MOTOR DAYANIKLI TUKETIM MALLARI TIC. VE SAN. A.S.|1 Phase Motor
8|Meydankapı Mah., Kademci Sk., No: 1, Sinop, Turkey|Electrical Materials Turkey|BARBAROS MOTOR MAKINA SAN. IC VE DIS TIC. LTD. STI.|1 Phase Motor
9|Kızıltepe Mardin Karayolu 6. Km 47400 Kızıltepe - Mardin, Turkey|Electrical Materials Turkey|DATSAN ELEKTRIK INSAAT SAN. VE TIC. LTD. STI.|1 Phase Motor
10|"Ostim Osb 1201 Sk. No:45
Yenimahalle - Ankara, Turkey"|Electrical Materials Turkey|HIDROTOS MUHENDISLIK HIDROLIK MAK.SAN.TIC.LTD.STI.|1 Phase Motor
11|Aydın Hatboyu Caddesi, 643 / 1 Sk, No : 12  Akıncılar - Şirinyer / İzmir, Turkey|Electrical Materials Turkey|YILMAZ TORNA|1 Phase Motor
12|1204/6 Sokak No:40/B Yener İş Merkezi Yenişehir İzmir, Turkey|Electrical Materials Turkey|ENA REDUKTOR VE MOTOR SAN. TIC. LTD. STI.|1 Phase Motor
13|Arken Jeneratör Ankara - Kazım Özalp Mh. Karaca Sok. 22/2 Gop Çankaya Ankara, Turkey|Electrical Materials Turkey|ARKEN JENERATOR AS|1 Phase Motor
14|Karatay San.Gelibolu Sk.No:16 - Selçuklu, Turkey|Electrical Materials Turkey|BABACAN MOTOR REDUKTOR ASPIRATOR POMPA FAN MARKET HAVALANDIRMA|1 Phase Motor
15|25 Aralık Sanayi Sit. 4. Ada 2. Kısım No: 15, Turkey|Electrical Materials Turkey|3Z OTOMOTIV |1 Phase Motor
16|Altın Arı Sitesi 658.Sok. No: 27 İvedik / Ankara, Turkey|Electrical Materials Turkey|AKEL OTO YEDEKLERI DIS TICARET LTD.STI.|1 Phase Motor
17|Çamgaz Mah. Bulut Sok. No:40 Aşağıdudullu, Turkey|Electrical Materials Turkey|AKGULLER MOTOR END. OTOM. ELK. SAN.|1 Phase Motor
18|Osb, Kayacik Mah. Ziyaeddin Cad. 6.Sokak No:2 Selçuklu/Konya, Turkey|Electrical Materials Turkey|AKIS ASANSOR|1 Phase Motor
19|Terazidere Mah. Karaman Sok. No: 20 Bayrampaşa , Turkey|Electrical Materials Turkey|AKTIF ASPIRATOR ELEKTRIKLI MOTOR SAN. TIC. LTD. STI.|1 Phase Motor
20|Hadımköy Alkent 2000 Karşısı, Turkey|Electrical Materials Turkey|AKSA MOTOR FAN TURZ.SAN.TIC.LTD.STI|1 Phase Motor
21|Kavaklı Sanayi Bölgesi Fulya Caddesi Hazar Sokak No:2 Silivri, Turkey|Electrical Materials Turkey|ALDOKUM METAL SANAYI VE TICARET A.S.|1 Phase Motor
22|Fevzi Çakmak Mah. Komsan İş Mrkz. 10559 Sk. No:27/Karatay, Turkey|Electrical Materials Turkey|ALMOT BOBINAJ|1 Phase Motor
23|Yukarı Mahalle Fatih Cad. No:19 Kartal, Turkey|Electrical Materials Turkey|ALTIN BOBINAJ® ELEKTRIK MOTOR SARIMI VE MALZ. SAN. TIC. LTD. STI|1 Phase Motor
24|Atatürk Mahallesi Beylikdüzü / İstanbul, Turkey|Electrical Materials Turkey|FUSAMARINE MADENI YAGLAR|1 Phase Motor
25|"Yedpa Ticaret Merkezi G Caddesi No: 54 
Ataşehir - İstanbul, Turkey"|Electrical Materials Turkey|AXTOR CAR TECHNIC (MOTOR OIL - PARSAN PETROL)|1 Phase Motor
26|Metal Sanayi Arslandamı İş Merkezi (Metro Market Bitişiği ) A Blok No : 6, Turkey|Electrical Materials Turkey|AYTAC IS MAKINALARI SAN TIC. LTD. STI.|1 Phase Motor
