|Address|Category|Name|Subcategory
0|Akçeşme Mah., Bozburun Cad., No:28, Gümüşler, Denizli, Turkey|Yarn|OZER TEKSTIL SAN. VE TIC. LTD. STI.|100 Cotton Yarn
1|Fevzi Çakmak Mah., 10638 Sk., No: 3/1 Blok No: 7/B06, Karatay, Konya, Turkey|Yarn|SEVENSAND TEXTILE|100 Cotton Yarn
2|Çobançeşme Mah., Sanayi Cad., No: 78, Yenibosna, Bahçelievler, İstanbul, Turkey|Yarn|BATHROBES TOWEL SENKO|100 Cotton Yarn
3|Çobançeşme Mah., Sanayi Cad., No: 78, Yenibosna, Bahçelievler, İstanbul, Turkey|Yarn|TOP CLOTHINGS SENKO|100 Cotton Yarn
4|Yeni Mah., Oba Sk., No: 8, Karahallı, Uşak, Turkey|Yarn|ERCANSOY TEKSTIL MOB. GIDA SAN. VE TIC. LTD. STI.|100 Cotton Yarn
5|Fevzipaşa Mah., Barbaros Cad., No: 49, Çerkezköy, Tekirdağ, Turkey|Yarn|POLAR MAKINA OTOM. ELE. ELEKT. ENER. URE. SAN. IC VE DIS TIC. LTD. STI.|100 Cotton Yarn
6|Demirtaş Organize San.Böl., Zambak Sok., No:2/A, Osmangazi, Bursa, Turkey|Yarn|GIPECILER TEKSTIL SAN. VE TIC. A.S |100 Cotton Yarn
7|Organize San. Böl., 1. Kısım, Merkez, Tokat, Turkey|Yarn|HAS OZGEN TEKSTIL SAN. VE TIC. A.S.|100 Cotton Yarn
8|Organize San. Böl., No: 12, Tokat, Turkey|Yarn|ERBAA SENTURK TEKSTIL SAN. VE TIC. A.S.|100 Cotton Yarn
9|Telsiz Mahallesi, Menekşe Sok., No 12/A, Zeytinburnu, İstanbul, Turkey|Yarn|HAKSOY KUMAS|100 Cotton Yarn
10|Yeni Bosna Merkez Mah., Profesör Doktor Nevzat Pisak Cad., No: 10, Bahçelievler, İstanbul, Turkey|Yarn|KARADENIZ ORME SAN. VE DIS TIC. A.S.|100 Cotton Yarn
11|Gaziosmanpaşa Bulvarı, Kızılırmak İş Merkezi, No: 58/503, Çankaya, İzmir, Turkey|Yarn|MAYYANA TEKSTIL SAN. TIC. LTD. STI.|100 Cotton Yarn
12|Telsiz Mah., G.9 Sok., No: 6/A Zeytinburnu, İstanbul, Turkey|Yarn|SM TEKSTIL SAN. VE TIC. LTD. STI.|100 Cotton Yarn
13|Organize Sanayi Bölgesi, Şabanoğlu Mah., Yeşilırmak Cad., No:12, Tekkeköy, Samsun, Turkey|Yarn|ARBEN MEDIKAL TEKS. ITH. IHR. SAN. VE TIC. LTD. STI.|100 Cotton Yarn
14|Altıntop Mahallesi, 834 Sokak, Çınar İşhanı, No: 74, 20100, Denizli, Turkey|Yarn|TEKSTEL TELEKOMUNIKASYON TEKSTIL INSAAT TURIZM MUHENDISLIK SAN. TIC. LTD. STI.|100 Cotton Yarn
15|1. Organize San. Böl., 12 No'lu Cad., No: 2, Başpınar, Şehitkamil, Gaziantep, Turkey|Yarn|PAPATYA PAMUK VE KOZMETIK SAN. TIC. LTD. STI.|100 Cotton Yarn
16|"Korkun Mh., Sabahattin Çakmakoglu Cd., No:7, Oguzeli, 
Gaziantep, Turkey"|Yarn|BARRACUDA IC VE DIS TICARET LTD. STI.|100 Cotton Yarn
17|Mehmet Nezis Özmen Mh., Ardıç Sk., No: 7/A, Merter, İstanbul, Turkey|Yarn|TUSA DIS TICARET A.S.|100 Cotton Yarn
