|Address|Category|Name|Subcategory
0|Akçeşme Mah., Bozburun Cad., No:28, Gümüşler, Denizli, Turkey|Jeans|OZER TEKSTIL SAN. VE TIC. LTD. STI.|Baby Jeans
1|Balçık Köyü, Pelitli Yolu Caddesi, 1380, Gebze, Kocaeli, Turkey|Jeans|SCA YILDIZ KAGIT VE KISISEL BAKIM URUNLERI A.S.|Baby Jeans
2|Akçeşme Mah., Gümüşler Bulvarı, No: 9, Ordu İş Merkezi, K: 2 D: 7, Merkezefendi, Denizli, Turkey|Jeans|ONBASIOGLU TEKSTIL SAN. VE TIC. A.S.|Baby Jeans
3|Evren Mah., Gülbahar Cad., Çimen Sok., No: 2, Güneşli, Bağcılar, İstanbul, Turkey|Jeans|AVCI TEKSTIL VE GIYIM SAN. VE TIC. LTD. STI.|Baby Jeans
4|Çobançeşme Mah., Sanayi Cad., No: 78, Yenibosna, Bahçelievler, İstanbul, Turkey|Jeans|BATHROBES TOWEL SENKO|Baby Jeans
5|Fevzipaşa Mah., Barbaros Cad., No: 49, Çerkezköy, Tekirdağ, Turkey|Jeans|POLAR MAKINA OTOM. ELE. ELEKT. ENER. URE. SAN. IC VE DIS TIC. LTD. STI.|Baby Jeans
6|Merkez Mah., Halaskargazi Cad., No: 149/1 Osmanbey, Şişli, İstanbul, Turkey|Jeans|ALSALAM IC VE DIS TICARET GAY. VE DAN. SAN. TIC. LTD. STI.|Baby Jeans
7|Hacı Eyüplü Mah., Akça Caddesi, No: 155, Denizli, Turkey|Jeans|GONCA TEKSTIL SAN. VE TIC. LTD. STI.|Baby Jeans
8|Orta Mahalle Maltepe Yolu Caddesi, Emintaş Akel Sanayi Sitesi, No:10/150, Bayrampaşa, İstanbul, Turkey|Jeans|PDS SAGLIK VE GIDA EKIPMANLARI SAN. VE TIC. LTD. STI.|Baby Jeans
9|Hamidiye Mah., Söyler Cad., No: 4, Kat: 5-6, Kağıthane, İstanbul, Turkey|Jeans|DORAMODA TEKSTIL SAN. VE DIS TIC. LTD. STI.|Baby Jeans
10|Alifuat Cebesoy Bulvarı, 74/8, Şehitkamil, Gaziantep, Türkiye|Jeans|MSG DIS TICARET|Baby Jeans
11|Fulya Mah., Ortaklar Cad., Gündoğdu Apt. No: 8 D: 3, Mecidiyeköy, Şişli, İstanbul, Turkey|Jeans|ND MODA SAN. VE TIC. LTD. STI.|Baby Jeans
12|Esentepe Mah., Semt Büyükdere Cad., Tekfen Tower K: 8 No: 209, Şişli, İstanbul, Turkey|Jeans|KMY GLOBAL ITHALAT IHRACAT VE DIS TICARET LTD. STI.|Baby Jeans
13|1476/1 Sok., No: 12, Katipoğlu İş Merkezi, K: 1 D: 1, Alsancak, İzmir, Turkey|Jeans|UNER IC VE DIS TICARET LTD. STI.|Baby Jeans
14|Sanayi Mah., Çinçin Deresi Cad., Şehit Ergin Karagöz Sk., No: 121, Güngören, İstanbul, Turkey|Jeans|PARKOSAN PARFUMERI KOZMETIK MADDELERI SAN. VE DIS TIC. LTD. STI.|Baby Jeans
15|Sanayi Mah., Çinçin Deresi Cad., Şehit Ergin Karagöz Sk., No: 121, Güngören, İstanbul, Turkey|Jeans|PARKOSAN PARFUMERI KOZMETIK MADDELERI SAN. VE DIS TIC. LTD. STI.|Baby Jeans
16|Oruç Reis Mah., Giyimkent Sitesi, Giykoop 3. Sokak, No: 21A-23A, Esenler, İstanbul, Turkey|Jeans|DIAFARMA ECZA DEPOSU VE MEDIKAL DIS TIC LTD.STI.|Baby Jeans
17|1. Organize San. Böl., 12 No'lu Cad., No: 2, Başpınar, Şehitkamil, Gaziantep, Turkey|Jeans|PAPATYA PAMUK VE KOZMETIK SAN. TIC. LTD. STI.|Baby Jeans
18|Beyazıt Mah. Mühürdar Emin Paşa Sk. Kardeşler Han. No: B/2 Mercan-Fatih - İstanbul, Turkey|Jeans|VORA TEKSTIL KAGIT VE TEMIZLIK URUNLERI DIS TICARET LTD. STI.|Baby Jeans
19|Çengelköy Güzeltepe Mah., Küçüknamazgah Cad., No: 10/2, Üsküdar, İstanbul, Turkey|Jeans|AKAL TICARET VE TEKSTIL SAN. TIC. LTD. STI.|Baby Jeans
20|Ortaköy San. Bulv., 7. Cad., Pınar Sok., No: 3, Selimpaşa, Silivri, İstanbul, Turkey|Jeans|COTTON CLUB TR HIJY. VE KIM. URUN. SAN. VE DIS TIC. A.S.|Baby Jeans
21|Eski Büyükdere Cad. Yunus Emre Sok. Topçu İş Merkezi No:1/12 34418, 4.Levent - İstanbul, Turkey|Jeans|TRIMPEKS ITHALAT IHRACAT TURIZM VE TIC. A.S.|Baby Jeans
22|Eski Nizip Yolu, No: 23, Şehitkamil, Gaziantep, Turkey|Jeans|KIZILBENT PAZARLAMA ITH. IHR. LTD. STI.|Baby Jeans
23|Samsun Ordu Karayolu 14. km, No: 1, Tekkeköy, Samsun, Turkey|Jeans|PEDO KARDAG KARADENIZ GIDA DAGITIM A.S.|Baby Jeans
24|Osmangazi Mah., 3141 Sok., No: 10-12/4, Esenyurt, İstanbul, Turkey|Jeans|ULAS CORAP SAN. TEKS. VE DIS TIC. LTD. STI.|Baby Jeans
25|Hocapaşa Mah., Nöbethane Cad., Özbey İşhanı, No: 16/401, Sirkeci, Fatih, İstanbul, Turkey|Jeans|OZBEY HIJYENIK URUNLERI SAN. TIC. A.S.|Baby Jeans
26|Organize Sanayi Bölgesi, Nevzat Koru Cad., No: 46, 20330, Denizli, Turkey|Jeans|GENTAFI DIS TICARET LTD. STI.|Baby Jeans
27|Akçaburgaz Mah., 153. Sk. No: 13, Hadımköy, Esenyurt, İstanbul, Turkey|Jeans|BNG KIMYEVI MADDELER SANAYI VE TICARET A.S.|Baby Jeans
28|İstiklal Mah., 345 Sok., No: 1/1, Esenyurt, İstanbul, Turkey|Jeans|MARMARA HIJYEN URUNLERI SAN. VE DIS TIC. LTD. STI.|Baby Jeans
29|Osman Gazi Mah., Barış Manço Cad., No: 7, İstanbul, Turkey|Jeans|BONI KIMYA SAN. VE TIC. LTD. STI.|Baby Jeans
30|Şairginar Sok., No: 71, Osmanbey, İstanbul, Turkey|Jeans|RENGIN GIYIM SAN. VE TIC. LTD. STI.|Clothes Jeans
31|Evren Mah., Gülbahar Cad., Çimen Sok., No: 2, Güneşli, Bağcılar, İstanbul, Turkey|Jeans|AVCI TEKSTIL VE GIYIM SAN. VE TIC. LTD. STI.|Clothes Jeans
32|Çobançeşme Mah., Sanayi Cad., No: 78, Yenibosna, Bahçelievler, İstanbul, Turkey|Jeans|TOP CLOTHINGS SENKO|Clothes Jeans
33|Fevzi Çakmak Mah., 10638 Sk., No: 3/1 Blok No: 7/B06, Karatay, Konya, Turkey|Jeans|SEVENSAND TEXTILE|Clothes Jeans
34|Soğanlı Mah., Osmangazi Cad., No: 13, Osmangazi, Bursa, Turkey|Jeans|ESGINLER OTELCILIK INSAAT TEKSTIL TURIZM GIDA SAN. TIC. A.S.|Clothes Jeans
35|Fulya Mah., Ortaklar Cad., Gündoğdu Apt. No: 8 D: 3, Mecidiyeköy, Şişli, İstanbul, Turkey|Jeans|ND MODA SAN. VE TIC. LTD. STI.|Clothes Jeans
36|Hamidiye Mah., Söyler Cad., No: 4, Kat: 5-6, Kağıthane, İstanbul, Turkey|Jeans|DORAMODA TEKSTIL SAN. VE DIS TIC. LTD. STI.|Clothes Jeans
37|Merkez Mah., Halaskargazi Cad., No: 149/1 Osmanbey, Şişli, İstanbul, Turkey|Jeans|ALSALAM IC VE DIS TICARET GAY. VE DAN. SAN. TIC. LTD. STI.|Clothes Jeans
