|Address|Category|Name|Subcategory
0|"Terazidere Mah., Güneş Cad., Sinan Sokak, No:7, 
Bayrampaşa, İstanbul, Turkey"|Clothes|CANTATURK|Accessories
1|Beylikdüzü Organize Sanayi Bölgesi, Mermerciler Sanayi Sitesi, Beylikdüzü, İstanbul, Turkey|Clothes|TEMA YAPI MALZEMELERI SAN. VE TIC. LTD. STI.|Accessories
2|Maltepe Mah., Dokumacılar Sitesi Sk., Hacıbey İş Hanı, No: 8/2, Zeytinburnu, İstanbul, Türkiye|Clothes|SAY STEEL INOX CONSTRUCTION PRODUCTS|Accessories
3|Cumhuriyet Mah., Yelken Sk., No:5, Çayırova, Kocaeli, Turkey|Clothes|LIDER DEKORATIF DEMIR URUNLERI NAK. INS. SAN. TIC. LTD. STI.|Accessories
4|Fevzi Çakmak Mah., 10638 Sk., No: 3/1 Blok No: 7/B06, Karatay, Konya, Turkey|Clothes|SEVENSAND TEXTILE|Accessories
5|Eyup Sultan Mah., Göreme Sok., No: 4, Sancaktepe, İstanbul, Turkey|Clothes|MEGAVIZYON ITH. IHR. VE PAZ. TIC. LTD. STI.|Accessories
6|Merkez Mah., Güzle İş Merkezi, Kat: 4, Çekmeköy, İstanbul, Turkey|Clothes|SONOROUS SES VE GORUNTU SISTEMLERI SAN. TIC. A.S.|Accessories
7|Yakuplu Mah., Hürriyet Bulvarı, No: 6, Beylikdüzü, İstanbul, Turkey|Clothes|CUHADAROGLU METAL SAN. VE PAZ. A.S.|Accessories
8|Kocatepe Mah., Lamartine Cad., No: 5, Lamartine Binası, Kat: 6, 34437 Taksim, İstanbul, Turkey|Clothes|AYGA METAL SAN. VE TIC. LTD. STI.|Accessories
9|Organize San. Böl., Kuddusi Cad., No: 30, Selçuklu, Konya, Turkey|Clothes|ALTIN BURO DAYANIKLI TUKETIM MALZEMELERI SAN. VE TIC. LTD. STI.|Accessories
10|Gürses Plaza Birlik Mh., M.Akif İnan Cad., No: 4, Atışalanı, Esenler, İstanbul, Turkey|Clothes|CUCINOX ELEKTIKLI MUT. ALET. SAN. VE TIC. A.S.|Accessories
11|Mehmet Akif Ersoy Mh. Yayladami sk. NO:1/3 Kağıthane/İST|Clothes|VESSI TEKSTIL SAN. VE TIC. LTD. STI.|Accessories
12|29 Ekim Mah., 9216 Sok., No:10, Yazıbaşı, Torbalı, İzmir, Turkey|Clothes|BUKER MAKINA LTD. STI. BUKER PVC |Accessories
13|Elazığ Karayolu Organize Sanayi Bölgesi, 17. Cadde, No:8, Diyarbakır, Turkey|Clothes|KARAVIL DIS TICARET A.S |Accessories
14|Organize Sanayi Bölgesi, 43. Cad., No: 8, Melikgazi, Kayseri, Turkey|Clothes|HUZUR HIRDAVAT TICARET PAZARLAMA SAN. VE TIC. LTD. STI.|Accessories
15|Akçaburgaz Mah., 3073 Sk., No: 4/3, Esenyurt, İstanbul, Turkey|Clothes|DEPPOT BANYO EKIPMANLARI SAN. TIC. A.S.|Accessories
16|Organize San. Böl., 1. Kısım, Merkez, Tokat, Turkey|Clothes|HAS OZGEN TEKSTIL SAN. VE TIC. A.S.|Accessories
17|Organize Sanayi Bölgesi, 30. Cad., No: 24/B, Kayseri, Turkey|Clothes|SUNPA ORMAN URUNLERI ITHALAT IHRACAT SAN. TIC. LTD. STI.|Accessories
18|Turkey|Clothes|PVC DOOR WINDOW ACCESSORIES PLASTIC LTD.STI|Accessories
19|Şerif Ali Mah., Burhan Sk., No: 8/15, Ümraniye, İstanbul, Turkey|Clothes|SILA TEKSTIL SAN. VE TIC.|Accessories
20|İkitelli OSB Mah., Semt Aymakoop C2 Blok Sk. 1 1, Merkez Köyü Merkez Bucağı, Başakşehir, İstanbul, Turkey|Clothes|LEODE DERI VE SAN. TIC. LTD. STI.|Accessories
21|Atatürk Mah., 57 Ada, Manolya 319 D: 13, Ataşehir, İstanbul, Turkey|Clothes|PERPOLIO ITHALAT IHRACAT INSAAT GIDA TURIZM SAN. VE TIC. A.S.|Accessories
22|İnönü Mh. Gebze Plastikçiler Org. San. Böl. (Geposb) Balçık Yolu Atatürk Blv.11.Cd. No:4/2 Gebze/Kocaeli , Turkey|Clothes|YALVAC ALUMINYUM INS. SAN. VE TIC. LTD. STI.|Accessories
23|"Fulya Mah. Denizhan Sokak Konyalı Apt. No:12/A 34394, 
Mecidiyeköy, Şişli İstanbul	, Turkey"|Clothes|PROTRIM YAPI SISTEMLERI ANONIM SIRKETI|Accessories
24|Kalamış-Kadıköy, Turkey|Clothes|TETYANA ALP|Accessories
25|Yeni Mah. Galeri Cad. No. 36/A Gaziosmanpaşa İstanbul, Turkey|Clothes|OLGUN TEKSTIL|Accessories
26|Hadimkoy Mah., Istanbul, Turkey|Clothes|ALUMINIUMPARK|Accessories
27|B.O.S.B. Mermerciler Sanayi Sitesi, 8. Cadde, No:12/A Beylikdüzü - İstanbul Turkey|Clothes|ROZA PLASTIK|Accessories
28|Yeni Mahalle Cebeci Caddesi 542/1 Sokak No: 12 Küçükköy - Gaziosmanpaşa / İstanbul , Turkey|Clothes|NADIDE METAL|Accessories
29|Metal-İş San Sit. 17.Blok. No:33 34490 Ikıtellı O.S.B. Basaksehır-Istanbul Turkey|Clothes|FONTE AKSESUAR|Accessories
30|Namık Kemal Mah Orkıde Cad No: 16 Esenyurt-İstanbul, Turkey|Clothes|AS SPOR MALZEMELERI  SANAYI  VE TICARET LIMITED SIRKETI|Activewear
31|mesih pasa caddesi no:47  b Laleli /  Istanbul TURKEY|Clothes|SOCCER|Activewear
32|İncili Pınar Mah., Nişantaşı Sok., F.H İş Merkezi, No: 11, Kat: 2, D/1, Şehitkamil, Gaziantep, Turkey|Clothes|F&M SAN GIDA DIS TIC. LTD. STI.|Apparel
33|Çobançeşme Mah., Sanayi Cad., No: 78, Yenibosna, Bahçelievler, İstanbul, Turkey|Clothes|TOP CLOTHINGS SENKO|Apparel
34|Fulya Mah., Ortaklar Cad., Gündoğdu Apt. No: 8 D: 3, Mecidiyeköy, Şişli, İstanbul, Turkey|Clothes|ND MODA SAN. VE TIC. LTD. STI.|Apparel
35|Didenur Sok., No: 8, Seyrantepe, İstanbul, Turkey|Clothes|SALKIM TEKSTIL SAN. TIC. LTD. STI.|Apparel
36|Turkey|Clothes|ECE TUCTURE TEKSTIL URUNLERI HOME OFFICE MUSTERI TEMSILCISI|Apparel
37|Mahmutbey Mah. Hacı Bostan Cad. Conat Sok. No: 3 Bağcılar - İstanbul, Turkey|Clothes|YIL-BA TEKSTIL SAN. VE TIC. LTD. STI.|Apparel
38|"Ceyhun Atuf Kansu Caddesi Beycanoglu İs Mrkz No 104/O
Balgat/ Ankara/Turkey"|Clothes|ZAFINA TEKSTIL GIYIM SAN TIC LTD STI|Apparel
39|Keresteciler Sitesi Limon Sk. No.20 Merter/ İstanbul, Turkey|Clothes|YILMAZ TEKS.SAN.VE TIC.A.S.|Apparel
40|Tahtakale Cad. Çamaşırcılar Sok. No:12 34460 Istanbul, Turkey|Clothes|YAKUP MURAT VE ORT. KOLL. STI.|Apparel
41|B.Çekmece Hadımköy Bağlantı Yolu Üzeri No:55 İstanbul, Turkey|Clothes|VIPEKS TEKSTIL URUNLERI SANAYI VE PAZARLAMA A.S.|Apparel
42|Mithatpaşa Mah.Ardıç Sok. No22 Adapazarı/Turkey|Clothes|VELIOGLU TEKSTIL VE ESARP SAN.VE TIC.LTD.STI.|Apparel
43|10039 Sok. No:26 Ataturk Org. San.Böl. Çiğli-İzmir, Turkey|Clothes|UNITEKS GIDA TEKSTIL A.S|Apparel
44|Evren Mah.Gülbahar Cd.Tufan Sk-Evren Mah.Gülbahar Cd.Tufan Sk, Turkey|Clothes|TUTUNCULER TEKS.VE GIY.SAN.TIC|Apparel
45|Tomurcuk Sk İzmen St. B2 Bl. D90 Mecıdıyeköy İstanbul, Turkey|Clothes|TUREKS ITHALAT IHRACAT VE TICARET A.S.|Apparel
46|Beş Telsiz M. G-1 Sk. N.24/A Zeytinburnu İstanbul, Turkey|Clothes|TOPO TEKSTIL SAN. VE TIC. LTD. STI.|Apparel
47|Yıldırım Mah. Akgün Sok. No:12 Bayrampaşa, Turkey|Clothes|TEKSAS TEKSTIL SAN. VE TIC.LTD.STI.|Apparel
48|İnönü Cad. Hoşgör Sk No.3 80650 4.Levent Istanbul, Turkey|Clothes|TARS ULUSLARARASI DIS TICARET TURIZM VE SANAYI LTD.|Apparel
49|Sanayi Mh.Şehit Org.Eşref -Sanayi Mh.Şehit Org.Eşref, Turkey|Clothes|SURMELI TRIKO KONF. TURIZM SAN.TIC.LTD.|Apparel
50|Kerestecıler Sıtesı Gülseven Sok. No20/A Merter Ist., Turkey|Clothes|STIL TRIKO A.S.|Apparel
51|İstanbul Evleri Çayır Sk. No:11/B Bahçelievler İstanbul, Turkey|Clothes|STEP REKLAM VE TANITIM HZIMETLERI SAN. TIC. LTD. STI.|Apparel
52|D.Pasa Cd. M.Efendi Sk. Topkapı İstanbul, Turkey|Clothes|SELTEKS TEKSTIL GIYIM SAN VE TIC A.S.|Apparel
53|Camlik Cad.No.3,Oto Sanayi 4.Levent 80660/Istanbul, Turkey|Clothes|SAVEKS TEKSTIL SANAYI VE TICARET A.S.|Apparel
54|Mahmutbey Mah. Hacı Bostan Cad. Conat Sok. No: 3 Bağcılar - İstanbul, Turkey|Clothes|CIPO & BAXX YIL-BA TEKSTIL SAN. VE TIC. LTD. STI.|Apparel
55|İncilipınar Mahallesi 4 Nolu Cadde Yüncüler İş Mrk Kat 3 No 73 Şehitkamil Gaziantep, Turkey|Clothes|FEYZ YAPI INSAAT MUHENDISLIK IC VE DIS TICARET LTD STI|Apparel
56|Keresteciler Sitesi, Fatih Cd., Mese Sk.,No:1/6, Kahyalar İsm., Merter  İstanbul, Turkey|Clothes|KOZA TRIKO ORME SAN. TIC. LTD. STI.|Apparel
57|Ağaçişleri Sn:Başkışla Sk:No:23, Turkey|Clothes|PANELRAF|Apparel
58|Ulukent Tekstil & Promosyon H.Kaplanlar Mh. Barış Cad. No:25, Turkey|Clothes|ULUKENT TEKSTIL PROMOSYON|Apparel
59|Sucuzade Mahallesi Soydan Caddesi Yalpa İşhanı Kat: 1 No: 103 Seyhan - Adana, Turkey|Clothes|CARMIN TEKSTIL|Apparel
60|Fatih Cad. Ladin Sok No:6/5 Merter-İst., Turkey|Clothes|GORSIN|Apparel
61|Fevzipaşa Caddesi 47/3 Küçükbakkalköy-Ataşehir-İ, Turkey|Clothes|MEGASTAR AJANS IC VE DIS TICARET LTD.STI|Apparel
62|İncili Pınar Mah., Nişantaşı Sok., F.H İş Merkezi, No: 11, Kat: 2, D/1, Şehitkamil, Gaziantep, Turkey|Clothes|F&M SAN GIDA DIS TIC. LTD. STI.|Apparel Clothing
63|Yeni Mah., Oba Sk., No: 8, Karahallı, Uşak, Turkey|Clothes|ERCANSOY TEKSTIL MOB. GIDA SAN. VE TIC. LTD. STI.|Apparel Clothing
64|Fevzi Çakmak Mah., 10638 Sk., No: 3/1 Blok No: 7/B06, Karatay, Konya, Turkey|Clothes|SEVENSAND TEXTILE|Apparel Clothing
65|Çobançeşme Mah., Sanayi Cad., No: 78, Yenibosna, Bahçelievler, İstanbul, Turkey|Clothes|TOP CLOTHINGS SENKO|Apparel Clothing
66|Fulya Mah., Ortaklar Cad., Gündoğdu Apt. No: 8 D: 3, Mecidiyeköy, Şişli, İstanbul, Turkey|Clothes|ND MODA SAN. VE TIC. LTD. STI.|Apparel Clothing
67|İkitelli Org. San. Böl., Giy. San. Koop., 3 Ada B Blok, Kat: 1 No: 114, 34670 İkitelli, İstanbul, Türkiye|Clothes|LEVIN TEKSTIL VE OTOMASYON SAN. VE TIC. LTD. STI.|Apparel Clothing
68|Gaziosmanpaşa Bulvarı, Kızılırmak İş Merkezi, No: 58/503, Çankaya, İzmir, Turkey|Clothes|MAYYANA TEKSTIL SAN. TIC. LTD. STI.|Apparel Clothing
69|Hamidiye Mah., Söyler Cad., No: 4, Kat: 5-6, Kağıthane, İstanbul, Turkey|Clothes|DORAMODA TEKSTIL SAN. VE DIS TIC. LTD. STI.|Apparel Clothing
70|Yüzyıl Mah., Otocenter P/Blok, No: 52, Bağcılar, İstanbul, Türkiye|Clothes|NTK GIYIM|Apparel Clothing
71|Didenur Sok., No: 8, Seyrantepe, İstanbul, Turkey|Clothes|SALKIM TEKSTIL SAN. TIC. LTD. STI.|Apparel Clothing
72|Dere Sok., 15/1, Osmanbey, İstanbul, Turkey|Clothes|MILONO CLUB|Apparel Clothing
73|Selamet Mahallesi Kaymak Sokak No:50 Osmangazi, Bursa, Turkey|Clothes|DIKELLER LTD.STI|Apparel Clothing
74|231/A Akcay Cad. Gazıemır-Izmır Turkey|Clothes|CORDON ATHLETICS BERLIN|Apparel Clothing
75|Aziz Mahmut Hüdayi Mah. Hakimiyeti Milliye Cad. Kancal İş Merkezi No:58/102 Üsküdar İstanbul, Turkey|Clothes|MAI TRADE|Apparel Clothing
76|Sanayi Mh. Adem Yavuz sk. no:18-20B kat:1 Gungoren/İstanbul Turkiye|Clothes|FORTY SEVEN|Apparel Clothing
77|Sanayi Mh. Adem Yavuz sk. no:18-20B kat:1 Gungoren/İstanbul Turkiye|Clothes|FORTY SEVEN|Apparel Clothing
78|"Perpa Ticaret Merkezi  - B Blok 
Kat: 5  No: 500
Sisli- Istanbul - Turkey"|Clothes|PROTEX  TEKSTIL SAN. VE TIC. LTD. |Apparel Clothing
79|Merkez Mah. Ziya Gökalp Cad. 27  Güngören-İstanbul   Turkey|Clothes|OZBILICILER TEKSTIL LTD.|Apparel Clothing
80|Hirka-i Serif Mah- Arpa Emini Koprusu Sok 13/21 - Fatih-Istanbul   , Turkey|Clothes|SHAMSALAM|Apparel Clothing
81|Giyimkent Sitesi Oruç Reis Mah. Vadi Cad. No:134 Esenler / İstanbul / Turkey|Clothes|TAMA TEKSTIL SAN. VE DIS TIC. A.S|Apparel Clothing
82|Altınşehir Mah. 303. Sok. No: 215 Nilüfer - Bursa, Turkey|Clothes|OGAN YAPI INSAAT MIMARLIK YATIRIM DANISMANLIK SAN. TIC. LTD. STI.|Apparel Clothing
83|15 May. Neighborhood Atatürk Street Number 41 Denizli / Turkey|Clothes|DENTEKS TEKSTIL SAN. VE TIC. LTD. STI.|Apparel Clothing
84|Hoybar Mah. Ankara Cad. Uygun Han No: 41 Kat: 2 Fatih - İstanbul, Turkey|Clothes|IHTIYACLARIM BURADA BILISIM IC VE DIS TIC. LTD. STI.|Apparel Clothing
85|İstanbul, Turkey|Clothes|34 TEXTILE AGENCY|Apparel Clothing
86|Altınşehir Mah. Uğur Mumcu Bulvarı Atalaykent Sit. No:21 Dörtçelik Çocuk Hastanesi Karşısı Nilüfer/Bursa, Turkey|Clothes|DVC TRADE|Apparel Clothing
87|Merkez Efendı Mh., Sabrı Ulker Sk., No:10 ,Kosan Tekstıl ,Zeytınburnu/ Istanbul|Clothes|KOSAN TEKSTIL|Apparel Clothing
88|"Karatarla Mah. Kumruoglu Sok. Ozdemirishani No:2
Sahinbey/Gaziantep, Turkey"|Clothes|SOYLU TRIKO|Apparel Clothing
89|Yarımburgaz Mah. Istanbul Cad. No:102 Küçükçekmece Istanbul, Turkey|Clothes|BETEKS TEKSTIL TIC. VE SAN. LTD. STI.|Apparel Clothing
90|M. Mazharbey Cad. Sevük Sk. No: 7/15 Göztepe - İstanbul, Turkey|Clothes|MAHINUR BILGEN BABY WEAR AND ACCESSORIES|Apparel Clothing
91|Duacınarı Mah. Altın Sok. No:18/A Yıldırım Bursa Turkey|Clothes|VENTITO BABY|Apparel Clothing
92|İncili Pınar Mah., Nişantaşı Sok., F.H İş Merkezi, No: 11, Kat: 2, D/1, Şehitkamil, Gaziantep, Turkey|Clothes|F&M SAN GIDA DIS TIC. LTD. STI.|Apparel In
93|Çobançeşme Mah., Sanayi Cad., No: 78, Yenibosna, Bahçelievler, İstanbul, Turkey|Clothes|TOP CLOTHINGS SENKO|Apparel In
94|Fulya Mah., Ortaklar Cad., Gündoğdu Apt. No: 8 D: 3, Mecidiyeköy, Şişli, İstanbul, Turkey|Clothes|ND MODA SAN. VE TIC. LTD. STI.|Apparel In
95|Didenur Sok., No: 8, Seyrantepe, İstanbul, Turkey|Clothes|SALKIM TEKSTIL SAN. TIC. LTD. STI.|Apparel In
96|Turkey|Clothes|ECE TUCTURE TEKSTIL URUNLERI HOME OFFICE MUSTERI TEMSILCISI|Apparel In
97|Mahmutbey Mah. Hacı Bostan Cad. Conat Sok. No: 3 Bağcılar - İstanbul, Turkey|Clothes|YIL-BA TEKSTIL SAN. VE TIC. LTD. STI.|Apparel In
98|"Ceyhun Atuf Kansu Caddesi Beycanoglu İs Mrkz No 104/O
Balgat/ Ankara/Turkey"|Clothes|ZAFINA TEKSTIL GIYIM SAN TIC LTD STI|Apparel In
