|Address|Category|Name|Subcategory
0|DOSAB Papatya Sok. No: 6/1 Bursa, TURKEY|Furniture|APOLENA|Adjustable Bed Mattress
1|Yeni Mah., Oba Sk., No: 8, Karahallı, Uşak, Turkey|Furniture|ERCANSOY TEKSTIL MOB. GIDA SAN. VE TIC. LTD. STI.|Adjustable Bed Mattress
2|Oruç Reis Mah., Tekstilkent İş Merkezi A: 23 Blok No: 44-45, Esenler, İstanbul, Turkey|Furniture|SITEKS SISMANLAR TEKSTIL SAN. VE TIC. A.S.|Adjustable Bed Mattress
3|Serçeönü Mah., Ahmet Paşa Cad., Uğur Plaza Kat:8 No:64, Kocasinan, Kayseri, Turkey|Furniture|KAYSERI UNITED MAKINE MOBILYA ITHALAT IHRACAT IC VE DIS TICARET LTD. STI.|Adjustable Bed Mattress
4|Saraylar Mah., Selçuk Cad., Karakurt İş Merkezi, No:6/312, Denizli, Türkiye|Furniture|LINDEN TEKSTIL MERMER GIDA NAKLIYE ITHALAT IHRACAT SAN. VE TIC. LTD. STI.|Adjustable Bed Mattress
5|OSB Birinci Kısım, Nevzat Koru Cad., No: 34, Honaz, Denizli, Turkey|Furniture|NISA BOYAHANE BOBIN BOYA TEKSTIL LTD. STI.|Adjustable Bed Mattress
6|Kocatepe Mah., Lamartine Cad., No: 5, Lamartine Binası, Kat: 6, 34437 Taksim, İstanbul, Turkey|Furniture|AYGA TEXTILE|Adjustable Bed Mattress
7|"Örnek Sanayi Sitesi, 2 Nolu Cadde, No: 22,
Şehitkamil, Gaziantep, Turkey"|Furniture|POLYMETAL KALIP PLASTIK SAN. VE TIC. LTD. STI.|Adjustable Bed Mattress
8|Bozburun Mah., 7105 Sk., No: 1/1, Merkezefendi, Denizli, Turkey|Furniture|PAK TEKSTIL SAN. VE TIC. LTD. STI.|Adjustable Bed Mattress
9|Saraylar Mah., Kocakaya Tekstilciler Çarşısı, No: 42, Denizli, Turkey|Furniture|MESUT TEKSTIL - SABRI PARALI|Adjustable Bed Mattress
10|Organize Sanayi Bölgesi, Nevzat Koru Cad., No: 46, 20330, Denizli, Turkey|Furniture|GENTAFI DIS TICARET LTD. STI.|Adjustable Bed Mattress
11|Organize Sanayi Bölgesi, 21. Cad. No: 15, Melikgazi, Kayseri, Turkey|Furniture|DELTA ITH. IHR. VE DANIS. LTD. STI.|Adjustable Bed Mattress
12|Altıntop Mahallesi, 834 Sokak, Çınar İşhanı, No: 74, 20100, Denizli, Turkey|Furniture|TEKSTEL TELEKOMUNIKASYON TEKSTIL INSAAT TURIZM MUHENDISLIK SAN. TIC. LTD. STI.|Adjustable Bed Mattress
13|Şenlikköy Mah., Billur Sk., No: 7/1, Bakırköy, İstanbul, Turkey|Furniture|DEVREN BILGISAYAR BILISIM HIZMETLERI ELEKTRIK ELEKTRONIK SAN. VE TIC. LTD. STI.|Adjustable Bed Mattress
14|Org. San. Böl., 18. Cad., No: 39, 38010, Kayseri, Turkey|Furniture|NIL MOBILYA YATAK KANEPE SAN. TIC. A.S.|Adjustable Bed Mattress
15|Atatürk Mah., 57 Ada, Manolya 319 D: 13, Ataşehir, İstanbul, Turkey|Furniture|PERPOLIO ITHALAT IHRACAT INSAAT GIDA TURIZM SAN. VE TIC. A.S.|Adjustable Bed Mattress
16|Mermerciler San.Sit.No:8 / 2 Beylikdüzü / İstanbul Turkey|Furniture|SIES UYKU SISTEMLERI|Adjustable Bed Mattress
17|Modesa Mobilyacılar Sitesi Münzevi Kışla Cd. No:11/A Eyüp/ İstanbul Turkey|Furniture|VETTA MOBILYA|Adjustable Bed Mattress
18|Cumhuriyet Mah. Silahşör Cad. No:1/F Bomonti / Şişli / İstanbul, Turkey|Furniture|NEZIH MOBILYA|Adjustable Bed Mattress
19|Pelitbağ Mahallesi Hürriyet Caddesi No:64 Denizli Turkey|Furniture|AYK ASANSOR|Adjustable Bed Mattress
20|İkitelli Organize San. Bölgesi İpkas San. Sitesi 3. Blok No: 17 Başakşehir - İstanbul, Turkey|Furniture|AKFORM PLASTIK|Adjustable Bed Mattress
21|Cumhuriyet Mah. 213. Sk. No: 6 Demirtaş/Bursa, Turkey|Furniture|PEREK EV TEKSTIL KONFEKSIYON SAN. VE TIC. A. S.|Adjustable Bed Mattress
22|Organize Sanayi Bölgesi 30. Cad. No:166 Kayseri, Turkey|Furniture|KUMSA MOBILYA SAN. TIC. LTD. STI.|Adjustable Bed Mattress
