|Address|Category|Name|Subcategory
0|Eskişehir Karayolu Üzeri, 5.km, Merkez, Kütahya, Turkey|Packaging Materials|GUROK TURIZM VE MADENCILIK A.S.|5Ml Perfume Bottle
1|Acıbadem Mah., Cerrah Saliha Sok., No 9/8, Üsküdar, İstanbul, Turkey|Packaging Materials|EREL ULUSLARARASI TICARET VE DANISMANLIK HIZMETLERI GIDA TEKSTIL INSAAT MAKINA SAN. TIC. LTD. STI.|5Ml Perfume Bottle
2|Seyrantepe Mah., Nato Cad., No: 3., Kat: 6/11, Kağıthane, İstanbul, Turkey|Packaging Materials|KENDI MUZIK ORGANIZASYON TEKSTIL KOZMETIK SAN. VE TIC. LTD. STI.|5Ml Perfume Bottle
3|Sanayi Mah., Çinçin Deresi Cad., Şehit Ergin Karagöz Sk., No: 121, Güngören, İstanbul, Turkey|Packaging Materials|PARKOSAN PARFUMERI KOZMETIK MADDELERI SAN. VE DIS TIC. LTD. STI.|5Ml Perfume Bottle
4|Organize Sanayi Bölgesi, 10. Cd., No: 20, Kayseri, Turkey|Packaging Materials|KAYSU DAYANIKLI TUKETIM MALLARI VE SOGUTMA SAN. TIC. A.S.|5Ml Perfume Bottle
5|Gazitepe Mah., Fabrikalar Mevkii, No: 7 Silivri, İstanbul, Turkey|Packaging Materials|SORA KOZMETIK SAN. TIC. A.S.|5Ml Perfume Bottle
6|Orta Mahalle Maltepe Yolu Caddesi, Emintaş Akel Sanayi Sitesi, No:10/150, Bayrampaşa, İstanbul, Turkey|Packaging Materials|PDS SAGLIK VE GIDA EKIPMANLARI SAN. VE TIC. LTD. STI.|5Ml Perfume Bottle
7|İstiklal Mahallesi, 19. Sokak, No: 19, Ulucak, Kemalpaşa, İzmir, Turkey|Packaging Materials|SALVO IC VE DIS TICARET MUHENDISLIK MIMARLIK TERCUME INSAAT SAN. TIC. LTD. STI.|5Ml Perfume Bottle
8|Oruç Reis Mah., Giyimkent Sitesi, Giykoop 3. Sokak, No: 21A-23A, Esenler, İstanbul, Turkey|Packaging Materials|DIAFARMA ECZA DEPOSU VE MEDIKAL DIS TIC LTD.STI.|5Ml Perfume Bottle
9|Yenigün Mah., Gaziosmanpaşa Bulvarı, Koçaş İş Merkezi No: 87/302, Çankaya, Konak, İzmir, Turkey|Packaging Materials|LESMIRA FOOD|5Ml Perfume Bottle
10|İsmet Paşa Mahallesi Uluhan Sokak No:9 Üstün İş Hanı Bayrampaşa, Turkey|Packaging Materials|DENGE GIDA URUNLERI ELEKTRIK ELEKTRONIK DANISMANLIK VE PAZARLAMA SAN.&TIC.LTD.STI|5Ml Perfume Bottle
11|Akçaburgaz Mah. 97. Sok. No: 8, Esenyurt, İstanbul, Turkey|Packaging Materials|AKATLAR KOZMETIK SAN DIS TIC AS|5Ml Perfume Bottle
12|İsmet Paşa Mahallesi Uluhan Sokak No:9 Üstün İş Hanı Bayrampaşa, Turkey|Packaging Materials|DENGE GIDA URUNLERI ELEKTRIK ELEKTRONIK DANISMANLIK VE PAZARLAMA SAN.&TIC.LTD.STI|5Ml Perfume Bottle
13|Mustafa Kemal Mah. Dumlupinar Blv. Tepe Prime C-Blok, Ankara, Turkey|Packaging Materials|ZARA KIMYA|5Ml Perfume Bottle
14|Gesi Yolu No: 17, Turkey|Packaging Materials|DIMAG IC VE DIS TICARET |5Ml Perfume Bottle
15|7 Eylul Mahallesi 5555 Sokak No:73, Turkey|Packaging Materials|DOKMECI PLASTIK GIDA TUR TAR SAN TIC LTD STI|5Ml Perfume Bottle
16|"Hadımköy Yolu Üzeri Aynalı Çeşme Mevkii Hürsultan Önü
Ömerli Köyü Hadımköy, Turkey"|Packaging Materials|ERSEY MAKINA|5Ml Perfume Bottle
17|Demirtas Cd Kececiler Is Merk No: 73-74-75-76-79Bayrampasa -Istanbul-Turkey|Packaging Materials|ERTURK MAKINE SAN TIC LTD STI SIVI DOLUM MAKINELERI IMALATI|5Ml Perfume Bottle
18|"Hadımköy Yolu Üzeri Aynalı Çeşme Mevkii Hürsultan Önü
Ömerli Köyü Hadımköy, Turkey"|Packaging Materials|ERSEY MAKINA|5Ml Perfume Bottle
19|Anafartalar Cad. No:50/C 06250 Ulus, Ankara, Turkey |Packaging Materials|EYUP SABRI TUNCER KOZMETIK SAN.|5Ml Perfume Bottle
20|İstanbul Cad. No: 110  Gebze / Kocaeli, Turkey|Packaging Materials|HOLSAN TARIM ALET VE MAKINALARI SAN. A.S.|5Ml Perfume Bottle
21|Ostim Osb 58 Sokak  No:18, Turkey|Packaging Materials|ILDAM CAM LABORATUAR MALZEMELERI|5Ml Perfume Bottle
